User_ID,Age_Group,Gender,Social_Status
-5.557240307927154e+18,55+,Male,Middle
-4.101995990994843e+18,55+,Female,High
4.697846327488098e+18,35-44,Male,Low
5.129651126996771e+18,35-44,Unknown,High
5.213489764583686e+17,35-44,Male,Low
-5.6101470847359885e+17,55+,Male,Middle
5351076355129641.0,25-34,Male,Middle
2.913778363152198e+17,45-54,Female,Low
-5.30831758835606e+18,25-34,Unknown,Low
-8.229974318700956e+18,45-54,Female,Middle
6.701463051796443e+18,18-24,Female,This is free text for Social_Status
-6.225021789893599e+18,25-34,Female,Medios sociales
-3.3887825901396224e+18,45-54,Male,High
-7.442768217405126e+18,18-24,Male,High
-3.273857914532918e+18,18-24,Male,Low
4.3129162822235965e+18,35-44,Male,High
-8.51356277753551e+18,45-54,Male,High
-4.567461544182362e+18,55+,Female,Low
-8.750384271601024e+18,55+,Male,High
9.080366457110812e+18,18-24,Male,Middle
-3.486803559636201e+17,55+,Female,Middle
-7.657616096417554e+18,35-44,Male,Middle
8.230337592665942e+18,25-34,Male,Middle
4.426847077959994e+18,55+,Female,High
-4.0865266399741983e+18,35-44,Female,Middle
-7.198119366531889e+18,This is free text for Age_Group,Male,High
-6.062074850194815e+18,25-34,Achats,Low
5.72436644289477e+18,55+,Male,Middle
1.5062622148299843e+18,18-24,Male,High
9.973083043566085e+17,45-54,Female,Low
6.590957786731419e+18,35-44,Male,Low
6.973360608262955e+18,35-44,Male,High
-7.703239401251543e+18,55+,Male,Middle
7.269322217679597e+18,25-34,Male,Low
4.951683964339634e+18,45-54,Male,Middle
-3.6765812084184576e+18,25-34,Male,Low
-6.976382395500303e+18,35-44,Male,Low
8.662668152383241e+18,55+,Female,High
-9.164733293907314e+17,25-34,Female,High
-6.549158485244105e+18,35-44,Female,High
-4.024978119505767e+17,35-44,Female,Middle
-5.121985407493702e+18,18-24,Female,Low
4.153455510625196e+18,55+,This is free text for Gender,High
-7.957246338600541e+18,35-44,Male,Low
-3.825854652014237e+16,35-44,Female,Middle
-4.81518517281805e+18,45-54,Female,High
7.40639819123339e+18,35-44,Male,Low
1.4275701986930081e+18,45-54,Male,High
9.137170169926832e+18,55+,Male,High
-7.899479234684044e+18,18-24,Female,Middle
,35-44,,
7.5285765352352e+18,18-24,Female,High
,55+,,
2.247130410569134e+18,18-24,Male,High
-8.123601388527466e+18,35-44,Female,Low
-7.376543994269083e+18,45-54,Male,High
-7.848170646350574e+18,25-34,Female,Low
,55+,,
-5.585927585577702e+18,45-54,Male,High
-5.780880180870601e+18,55+,Female,Low
-7.448889674722196e+18,55+,Male,High
-3.1647451663190574e+18,35-44,Female,Low
-4.0257112273407237e+18,55+,Female,Low
-6.733881620318906e+18,18-24,Male,Middle
-1.1838080338088796e+18,18-24,Female,Middle
-5.278391432935733e+18,35-44,Female,Low
-7.568177684461341e+18,35-44,Male,High
-2.9790162298866657e+18,55+,Male,High
2.67290718731948e+17,18-24,Male,Middle
5.653871115264627e+18,35-44,Female,Low
,45-54,,
3.524805060353313e+18,55+,Male,Middle
4.118531868437493e+17,18-24,Female,Low
2.913778363152198e+17,55+,Male,Low
2.913778363152198e+17,45-54,Unknown,Middle
-9.093300527474179e+17,35-44,Unknown,Low
-8.120870695561051e+18,Achats,Male,Middle
7.293419522860294e+18,45-54,Male,High
-2.5620188518649595e+18,55+,Female,Low
8.887544449932902e+18,45-54,Female,High
5.309129831857369e+18,18-24,Male,Middle
-7.513393352775551e+18,45-54,This is free text for Gender,High
1.7041603522999183e+18,25-34,Male,High
-3.7277601200644214e+18,18-24,Male,Middle
1.3253401218747582e+17,25-34,Male,High
5.044542099093647e+18,55+,Male,High
-6.884960875965213e+18,25-34,Male,Low
8.988848276235685e+18,25-34,Female,Low
1.8054965273001325e+17,25-34,Male,High
1.2935325548615158e+18,18-24,Male,Middle
7.182953917545577e+18,55+,Male,Low
-5.963861023223201e+18,25-34,Male,Middle
-1.7630722849287567e+18,55+,Female,High
3.735573660085999e+18,55+,Female,Low
-5.100769421220705e+18,18-24,Male,Middle
5.253856010261628e+17,18-24,Male,Middle
4.783133217447474e+18,45-54,Female,Middle
-7.060839800575185e+18,35-44,Unknown,Low
-7.213032991370782e+18,45-54,Female,High
7.307078534593842e+18,25-34,Male,Middle
7.933404992956539e+18,18-24,Male,Low
-2.2734561243258703e+18,55+,Male,Middle
9.17270142659308e+18,25-34,Male,High
7.663928825162016e+18,35-44,Male,Middle
3.4568352130198815e+18,35-44,Unknown,Middle
5.643578727733163e+18,55+,Male,Middle
-8.925814490628261e+18,55+,Female,High
2.620372969678268e+18,18-24,Female,Low
7.799023557056004e+18,25-34,Female,Middle
-8.34952407611372e+18,18-24,Male,Middle
9.183111649975951e+17,18-24,Male,Low
-4.101903030231752e+18,35-44,Female,Low
-7.029966270462392e+18,25-34,Female,Low
6.780700457190674e+18,25-34,Female,High
-4.599348944426761e+18,25-34,Female,Low
4.666431823301487e+18,45-54,Male,Jeux
1.0945107694410729e+18,45-54,Male,High
-8.049526310868183e+18,25-34,Male,Low
-8.193908000310451e+18,45-54,Female,Low
7.449568758117438e+18,25-34,Male,High
2.4277088856259937e+18,55+,Male,Middle
3.2247709846482493e+18,25-34,Male,High
3.3386314951717806e+18,18-24,Male,High
-5.199703094135138e+17,18-24,Female,Middle
-3.678301320558997e+18,25-34,Unknown,High
8.041925275389865e+18,45-54,Female,Low
7.194037679679991e+18,25-34,Female,High
8.056254938775094e+18,18-24,Female,This is free text for Social_Status
7.705360985295494e+18,This is free text for Age_Group,Male,Low
-1.2571007200320304e+17,55+,Male,Middle
1.505493300428593e+18,45-54,Female,Low
-1.4705908422592832e+18,25-34,Female,High
-7.746490131319711e+18,35-44,Male,High
-3.6598952650326246e+18,55+,Female,High
-8.106521010294691e+18,This is free text for Age_Group,Male,Low
2.913778363152198e+17,55+,Female,High
7.915353637683056e+18,18-24,Female,High
-2.3482558033972147e+18,45-54,Unknown,Middle
-3.71212877746692e+18,45-54,Female,High
8.832271676685893e+18,18-24,Female,Low
-3.601579281644184e+18,25-34,Female,High
-1.179154521118372e+18,55+,Male,Low
1.2554725752215693e+18,55+,Female,High
-6.287126892327166e+18,35-44,Male,Middle
7.262465161195434e+18,55+,This is free text for Gender,High
-3.2626130134685107e+18,18-24,Jeux,Low
-3.8505874942062444e+18,55+,Male,Middle
-8.456192418535723e+18,55+,Male,Middle
-5.654791085605648e+18,55+,Male,Middle
8.474004746237375e+17,55+,Male,Middle
4.1043768464056776e+18,55+,Male,Low
3.490635325198526e+18,55+,Male,Middle
1.1605146083931932e+18,55+,Male,Middle
-3.323712641355644e+18,18-24,Male,High
-6.224592384088859e+18,45-54,Male,High
-1.2169340061238254e+18,35-44,Male,Low
-1.9110073956973586e+18,45-54,Male,Middle
-8.543784751326521e+18,55+,Female,Middle
-6.725849595634409e+18,55+,Female,Low
-7.859063026380042e+18,25-34,Female,Low
-6.20489561016655e+18,45-54,Male,High
6.069952518367772e+18,Achats,Female,Middle
-7.538168271544817e+18,25-34,Female,High
-8.027237612208329e+18,45-54,Streaming,High
-2.777313926175947e+18,45-54,Male,High
8.044418137465776e+18,25-34,Male,High
8.74003158810762e+18,55+,Jeux,Low
-4.732725768435103e+18,25-34,Male,Middle
2.913778363152198e+17,18-24,Female,Low
3.5829515626904013e+18,25-34,Female,High
6.909683926685954e+18,25-34,Male,Middle
2.5078078237014175e+18,25-34,Female,High
-3.998312129595847e+18,35-44,Male,Middle
5.594469852082191e+18,45-54,Male,High
-4.117682895221806e+18,45-54,Female,High
1.654878844145094e+18,55+,Female,Middle
7.237848257112214e+18,55+,Male,Middle
-7.366639952991382e+18,25-34,Female,High
-7.434474914959517e+18,Streaming,Male,Low
2.3930260130167965e+17,35-44,Male,Low
9.907505697476036e+17,25-34,Female,High
2.729695390733492e+18,25-34,Female,Low
5.205968338218186e+18,55+,Female,High
7.486597038763842e+18,45-54,Female,High
4.775724825571923e+18,45-54,This is free text for Gender,High
-6.458970577037173e+18,35-44,Female,Low
-4.152558183035994e+18,55+,Male,High
8.288261236677937e+18,18-24,Male,High
-5.062983427665673e+18,35-44,Unknown,Low
6.650669648201507e+17,35-44,Achats,Low
8.477414102447388e+18,45-54,Female,Middle
-6.587935301638323e+18,18-24,Female,High
-7.623762746037068e+18,45-54,Female,Low
-9.85882920599099e+17,18-24,Female,Low
,55+,,
-4.3600532198500936e+18,35-44,Female,Low
7.827702940081879e+18,55+,Female,Middle
1.8443988875184256e+18,45-54,Male,High
2.460304113901811e+18,35-44,Female,High
4.179942693393624e+18,55+,Male,High
8.680103231445798e+18,25-34,Male,High
5.663845773088839e+18,55+,Male,Low
-2.5497960903494774e+18,55+,Female,Middle
2.513866134548503e+18,18-24,Male,High
-6.905613759015419e+17,45-54,Male,Low
-4.54799050787594e+17,35-44,Male,High
-8.951820126140582e+17,25-34,Male,Middle
-5.147690488247684e+17,18-24,Female,Middle
,25-34,,
-1.758705413350231e+18,35-44,Male,High
8.507525596625292e+18,55+,Male,Low
-8.920058846687838e+18,25-34,Female,High
-4.04811900313688e+18,25-34,Female,Middle
-8.300056098689967e+18,25-34,Male,High
1.0268281465388444e+18,35-44,Female,Low
8.987527069027135e+18,18-24,Male,High
5.351052607662751e+18,25-34,Male,High
6.471937769070431e+18,35-44,Male,Middle
-1.5345364667907978e+18,18-24,Unknown,Low
-1.4752602170264965e+18,45-54,Male,Low
7.376521506828256e+18,35-44,Male,Low
-9.051806662376894e+18,This is free text for Age_Group,Female,Low
-4.832570839907621e+18,18-24,Streaming,High
5.072784532677913e+17,55+,Female,Middle
6.182554100126275e+18,45-54,Unknown,High
5.213533751827692e+18,18-24,Achats,High
-4.751497530712308e+18,55+,Male,Low
-2.616239461355496e+18,45-54,Female,High
-1.3777767673452078e+18,25-34,Female,Low
-1.5764676641187753e+18,18-24,Male,High
2.913778363152198e+17,35-44,Female,Low
3.3435138898778757e+18,25-34,Female,Middle
-2.5927766378325775e+18,55+,Female,Low
6.441410114725196e+18,25-34,Female,High
-2.7244678022178144e+17,55+,Male,Middle
9.498417542364502e+17,35-44,Male,Low
4.486631609508487e+18,45-54,Female,High
1.272320762281358e+18,45-54,Male,High
,55+,,
5.882250495290608e+18,18-24,Female,Medios sociales
-3.9158205106715996e+18,25-34,Male,Middle
3.7565224908043443e+18,55+,Female,High
6.02951385995495e+18,35-44,Male,Low
-3.443853406405919e+18,18-24,Male,High
8.080919052170071e+18,25-34,Medios sociales,Low
-4.456253180091899e+17,45-54,Female,High
-1.8525081139138081e+18,55+,Male,Middle
-1.2823813582121147e+18,35-44,Male,High
6.972824714063659e+18,35-44,Male,High
-7.757296235741019e+18,55+,Male,Middle
-3.3963521518165315e+18,35-44,Female,High
6.858310543884178e+18,18-24,Male,Low
5.535604830909921e+18,18-24,Female,Middle
5.227570636256668e+18,25-34,Female,Middle
-2.1989494015907487e+18,55+,Unknown,High
5.330490859316881e+18,55+,Female,Middle
-6.231328536233809e+17,55+,Male,Low
2.913778363152198e+17,25-34,Unknown,High
8.345404241301402e+18,45-54,Male,Low
-4.820230949053462e+18,55+,Female,Middle
-4.8430731569912045e+17,55+,Male,Low
-6.374782714854776e+18,55+,Female,Middle
4.6279677703452166e+17,18-24,Female,Middle
-2.0126912109466537e+18,18-24,Male,High
4.879646979374008e+18,25-34,Female,Low
-4.4610420362674785e+18,25-34,Male,High
-2.8591917338153364e+18,45-54,Male,Low
1.2952125724866557e+18,55+,Male,Middle
8.313750278511017e+17,45-54,Female,Low
1.8618406280643182e+18,18-24,Male,High
4.238450795897823e+18,25-34,Male,High
,35-44,,
-2.648196895695491e+18,55+,Female,Middle
8.767566202996169e+18,35-44,Female,Low
8.595336938645008e+18,45-54,Female,Middle
5.641798978201993e+18,45-54,Male,Low
7.539704192070632e+18,18-24,Male,Low
-3.641145816573823e+18,18-24,Female,High
,35-44,,
1.2326603230788544e+18,25-34,Female,Low
2.995433997389643e+18,35-44,Female,Middle
-2.409560138369257e+18,45-54,Female,High
6.614446452683999e+18,18-24,Male,High
2.0010682338841546e+18,35-44,Male,Low
-3.465657573662643e+18,45-54,Male,Middle
2.513866134548503e+18,25-34,Female,Low
5.836875790827891e+18,25-34,Male,High
-1.4360464407501507e+18,45-54,Female,Middle
3.4825763076857277e+18,18-24,Male,High
8.633070417313083e+18,18-24,Unknown,High
2.8135877416245827e+18,18-24,Female,High
-6.982560000485644e+18,This is free text for Age_Group,Female,Middle
6.755433280795619e+18,45-54,Male,Middle
1.7664604492967772e+18,45-54,Female,High
4.385977306764749e+18,55+,Female,Low
8.772770156714792e+18,18-24,Female,High
1.0258567968186213e+18,18-24,Male,High
,35-44,,
-3.3061676848751636e+18,18-24,Male,High
7.125794093793403e+18,25-34,Female,Low
-8.25967092000932e+18,25-34,Female,High
3.7522591776618696e+18,55+,Male,Middle
-7.972140765158924e+18,18-24,Female,Low
-7.178837219560153e+18,Medios sociales,Male,Low
-4.4193529977524134e+17,35-44,Male,High
3.1294709440522496e+18,18-24,Female,Middle
-7.498772277141459e+18,25-34,Unknown,Low
6.965640967254127e+18,45-54,Female,High
,45-54,,
-5.039848326086062e+18,18-24,Female,High
6.738209800654551e+18,18-24,Male,High
-1.7681748503980088e+18,18-24,Female,High
2.183321145104073e+18,Jeux,Female,Low
-7.881833059462169e+18,55+,Female,High
1.1605146083931932e+18,25-34,Male,Low
,35-44,,
-9.015131267773954e+18,45-54,Male,High
7.742339931269754e+18,25-34,This is free text for Gender,Middle
8.50316416685008e+18,18-24,Female,Low
-6.110381023856074e+18,45-54,Female,Middle
2.258440461886509e+18,55+,Male,Middle
-2.1982685738082168e+18,25-34,Male,Low
,25-34,,
-2.4261458688287304e+18,35-44,Male,High
7.258332892582993e+18,35-44,Female,High
6.871009234314337e+18,55+,Male,Low
-4.945358947391949e+18,55+,Female,Low
-2.6475313642312986e+18,35-44,Female,High
4.4519953137139405e+18,55+,Female,High
-8.045556990439609e+18,45-54,Male,Middle
-3.2183959942752115e+17,18-24,Male,Low
3.281348241734383e+18,55+,Male,Middle
7.019022116511654e+17,45-54,Male,Middle
3.899367339045009e+18,18-24,Female,Low
3.049231371760199e+18,55+,Male,High
1.4166398833610176e+18,55+,Male,Low
7.064447843372427e+18,18-24,Female,High
-7.855160187070501e+18,45-54,Female,Middle
-4.191443819877787e+17,55+,Male,High
-6.961850007878475e+18,45-54,Male,Low
7.050373904725465e+18,35-44,Female,This is free text for Social_Status
8.382445832659206e+18,45-54,Male,High
-8.102471503994886e+18,35-44,Male,Middle
-2.2591916897330903e+18,18-24,Female,Middle
7.510714795812098e+18,35-44,Female,Low
-6.310815369575959e+18,25-34,Female,Low
-6.43073264285403e+18,25-34,Male,Low
-2.7384445933656136e+18,25-34,Male,High
-1.505653836306533e+18,18-24,Unknown,High
3.7196934665048714e+18,45-54,Male,Low
2.0803659445124086e+18,45-54,Male,Low
-2.0491854728493668e+18,35-44,Male,High
7.094782136432567e+18,18-24,Male,High
4.5513243449137987e+18,45-54,Male,High
8.175956611382221e+18,18-24,Male,Low
4.654278373322938e+18,18-24,Male,Low
-3.3191284072280596e+18,18-24,Female,High
2.967536656646982e+18,45-54,Female,Low
-4.667607670408764e+18,25-34,Male,High
-2.970858900615718e+18,35-44,Female,Middle
-4.535715949530839e+18,55+,Male,High
6.494321964176349e+18,45-54,Male,Middle
-3.7936476162902666e+18,25-34,Male,High
7.216945513192801e+18,45-54,Female,Low
1.8823800362462536e+18,55+,Male,High
2.913778363152198e+17,Streaming,Female,Low
-7.99806936483849e+18,25-34,Female,High
-7.67244993393949e+18,55+,Male,Middle
-6.267065737857126e+17,45-54,Male,Low
5.965844846690473e+18,45-54,Female,Low
5.346001452322797e+18,55+,Male,Middle
2.6048422936761196e+18,25-34,Female,High
-7.581107159680199e+18,45-54,Female,Middle
6.982077614996745e+17,35-44,Female,High
4.967651370362368e+18,18-24,Male,High
-3.4147801831629773e+18,55+,Female,Low
-3.3934066092007547e+18,25-34,Female,High
-5.728739779823069e+18,18-24,Female,Middle
5.453531312408621e+18,35-44,Female,Middle
-1.9313273471953654e+18,Streaming,Female,High
-7.589348869192632e+17,25-34,Male,Low
-8.186667082969408e+17,25-34,Female,High
5.319982829766229e+18,45-54,Female,Low
4.825646399852971e+18,18-24,Female,Low
-4.687415674325234e+18,Jeux,Female,Low
-3.5252314927147474e+18,25-34,Female,Middle
3.735792609505853e+18,25-34,Medios sociales,Middle
-6.461699446103805e+18,35-44,Male,High
-5.347424815255591e+18,18-24,Male,Low
-3.292625342542614e+18,18-24,Female,High
-8.273505251658913e+18,25-34,Female,Low
-4.4312965641130353e+18,35-44,Female,Low
-5.913057729558189e+18,45-54,Male,High
4.5941997442743987e+18,45-54,Female,High
-7.132968696593616e+18,25-34,Female,High
1.2305027246477683e+18,25-34,Female,High
-2.5842913084117207e+18,18-24,Male,High
3.1381379338246595e+18,45-54,Female,Low
4.005643554460692e+18,55+,Female,Middle
6.05080231062414e+18,35-44,Female,Middle
-3.347935825729541e+18,18-24,Female,High
6.132893883278413e+18,18-24,Male,Middle
5.819671445552436e+17,45-54,Female,High
3.5789584425456097e+18,18-24,Female,Low
-6.990413872353239e+17,35-44,Female,Low
-3.815521282193964e+18,55+,Male,Low
,45-54,,
4.9504795384745754e+17,25-34,Male,Low
2.0246749768431928e+18,18-24,Female,Middle
1.6686168023349673e+18,18-24,Unknown,Low
-7.749046960672927e+18,25-34,Female,Middle
-8.780954953685491e+18,35-44,Male,High
-6.762877571891816e+18,18-24,Female,High
-2.486029897236743e+18,45-54,Male,High
-3.700776190553925e+18,18-24,Male,Jeux
-5.266358348438161e+18,55+,Female,High
-7.871093255724694e+16,45-54,Male,Middle
-1.2328533429638461e+18,55+,Male,Middle
-3.0065033107175035e+18,45-54,Male,Low
1.337080504647946e+18,45-54,Female,High
3.045694272096898e+18,55+,Male,Middle
-7.782105930487942e+18,45-54,Male,High
8.699482803086555e+18,35-44,Male,Middle
1.4229042525484244e+18,35-44,Male,Middle
2.5879222088717514e+17,55+,Female,Middle
-4.567977081883138e+18,25-34,Male,High
-1.2571007200320304e+17,18-24,Female,Low
-5.769302928533825e+18,55+,Female,Low
6.651745098581043e+18,45-54,Female,Low
7.547046304642615e+18,45-54,Female,Middle
-2.803897277157557e+18,25-34,Female,High
4.768179303181951e+18,55+,Male,High
-8.681989254881724e+18,25-34,Male,Low
6.396680471201778e+18,18-24,Male,High
3.7437342746685783e+18,25-34,Male,High
-2.0432639485616556e+18,45-54,Male,Low
7.678984840173949e+18,18-24,Male,High
-5.222849147617e+18,55+,Female,Middle
-1.6506284049908936e+18,45-54,Male,Middle
-1.0228318062110356e+18,55+,Male,High
-2.2424201829613597e+17,25-34,Male,High
2.8779531801294346e+18,35-44,Male,Middle
-1.6455004987694725e+18,45-54,Male,Middle
-4.449870149199078e+18,25-34,Male,Low
-4.0143856689053286e+18,35-44,Female,Middle
1.8592265497664348e+18,35-44,Female,Middle
-1.5270224493728032e+17,45-54,Female,High
-1.6583289395391286e+18,35-44,Male,High
-4.896226162637512e+18,35-44,Female,High
2.1376878432385774e+18,45-54,Male,Low
-3.048826442555111e+17,25-34,Female,Low
7.372731354766739e+17,18-24,Male,Middle
-7.390463036918156e+18,18-24,Unknown,High
-7.483422740835178e+17,18-24,Male,Middle
8.217662194924765e+18,55+,Female,Low
-7.450335816073839e+18,25-34,Male,Middle
8.145838261975516e+18,45-54,Unknown,Middle
8.928665806946198e+18,55+,Male,Middle
5.552688789414623e+18,25-34,Jeux,Low
-5.312055530731055e+18,18-24,Achats,This is free text for Social_Status
2.5736884555153884e+18,25-34,Female,Middle
-6.608092126365541e+17,55+,Female,Middle
8.527574667074141e+18,18-24,Female,Middle
2.913778363152198e+17,45-54,Female,High
5.646066516928225e+18,35-44,Male,Low
8872970863484021.0,45-54,Male,High
-5.892324153335849e+18,25-34,Female,Middle
8.268835516153875e+18,18-24,Unknown,Low
4.585874527478412e+18,18-24,Male,Middle
-2.6579483489069553e+18,45-54,Unknown,Low
-6.557652813955542e+18,35-44,Female,Low
-2.847385355024226e+18,18-24,Female,High
2.8310684804682583e+18,25-34,Male,High
,35-44,,
4.522265832024837e+18,25-34,Unknown,Middle
8.329127692210728e+18,25-34,Female,Streaming
-6.374027478967188e+18,18-24,Male,Low
5.270806387966567e+18,55+,Female,Middle
1.3789930377612653e+17,This is free text for Age_Group,Male,High
7.842833046942719e+18,18-24,Female,Middle
-6.768127741466986e+18,45-54,Male,Middle
6.340148627800242e+18,45-54,Male,Middle
7.8077171784322e+18,25-34,Male,Middle
8.068633191260855e+18,18-24,Male,Low
1.5927726736808494e+18,55+,Unknown,Middle
6.41442152553185e+18,25-34,Female,High
6.134586778668573e+18,35-44,Female,Middle
7.001091328338218e+18,45-54,Female,High
,45-54,,
4.0606382273746186e+18,45-54,Female,Middle
-5.490642074254029e+18,35-44,Female,Middle
6.85934991859114e+17,25-34,Male,Middle
-7.091718478953552e+18,18-24,Male,High
-4.818351953690206e+18,25-34,Male,Middle
2.2446648509640696e+18,18-24,Male,Middle
1.4017533045667771e+17,35-44,Male,Middle
4.300320898274787e+16,45-54,Male,Middle
1.330494584657402e+18,18-24,Male,Low
-1.79038511935161e+18,18-24,Male,Low
-4.135924318018368e+18,35-44,Female,Middle
-2.4280333561356257e+18,55+,Female,High
-3.5321151167148733e+18,35-44,Female,Low
2.2373373613843105e+18,55+,This is free text for Gender,Middle
-5.067294468277302e+18,25-34,Female,Low
8.736830012245521e+18,18-24,Male,High
6.943006127056526e+18,35-44,Female,Middle
-2.8836291483748844e+18,45-54,Male,Low
-1.5772406617558285e+18,25-34,Female,High
5.535364875311742e+18,35-44,Male,Low
6.592662191102882e+18,55+,Female,Middle
-3.513009181160515e+18,55+,Female,Low
-7.197091558406621e+18,25-34,Male,Middle
-6.559328918245504e+18,25-34,Male,High
-3.447739434262537e+18,45-54,Male,Middle
-3.213943065017376e+17,Jeux,Male,High
-3.1638418429729746e+18,Medios sociales,Female,Low
-6.281111179889816e+18,35-44,Male,Middle
,18-24,,
-5.760637356123133e+18,55+,Male,Middle
6.292069892084058e+18,Streaming,Female,Middle
-8.918205107900578e+18,45-54,Male,High
-2.504570902921774e+18,25-34,Male,Middle
-1.5855856373837312e+18,55+,Male,Low
4.91736292045772e+18,25-34,Female,High
-4.6020388211378284e+18,35-44,Female,High
-6.538318456312053e+18,45-54,Male,Middle
-6.801405845274547e+18,35-44,Male,Achats
-5.939075975223254e+18,35-44,Female,High
3.617089994615645e+18,55+,Male,Low
4.5497834767328276e+18,18-24,Male,Middle
-4.040308004994749e+18,35-44,Female,Middle
7.56688842988606e+18,25-34,Female,Middle
-2.114509913296153e+18,45-54,Female,High
4.622598806374684e+18,55+,Female,Low
-4.5915640405514163e+18,55+,Female,Low
2.913778363152198e+17,35-44,Male,Low
2.2112061058505196e+18,25-34,Male,Middle
-1.413596003319213e+18,45-54,Male,Middle
-7.57826631910171e+18,35-44,Female,High
5.683728120973711e+17,35-44,Male,Low
1.841720445762405e+18,18-24,Male,Low
2.426036705000041e+18,35-44,Unknown,This is free text for Social_Status
-8.103289151002878e+18,35-44,Unknown,Middle
5.826311109321113e+18,35-44,Female,Middle
-1.5294599208145119e+18,45-54,Medios sociales,Low
9.099555279919432e+18,18-24,Female,Middle
-3.8897220617283574e+18,55+,Female,Middle
6.027938180522913e+18,55+,Female,Low
3.4699868347759324e+18,35-44,Male,Middle
6.801360620934221e+18,35-44,Male,High
-2.4068600301912873e+18,55+,Female,Middle
2.971766563635027e+18,25-34,Female,Low
-7.066232398002574e+18,45-54,Male,Middle
-2.999272707192019e+18,35-44,Female,Low
-6.764319490490368e+18,45-54,Female,Low
4.024294075022801e+18,55+,Female,Middle
-4.3413471862902236e+18,18-24,Female,Middle
-6.084873799641401e+18,55+,Female,This is free text for Social_Status
3.6947245716256374e+18,55+,Female,Middle
9.089375827477118e+18,55+,Female,Middle
-4.1030726540583593e+18,55+,Male,Low
4.1535755940159053e+18,25-34,Male,Medios sociales
-1.3323014928147822e+18,25-34,Female,Middle
-7.424467006771141e+17,25-34,Unknown,Low
-2.0645752641515133e+18,25-34,Female,High
-8.135120947234045e+18,55+,Male,High
-8.175679687592938e+18,45-54,Female,Low
-1.0551645004985088e+18,55+,Female,High
-4.2543438190410527e+18,45-54,Male,High
-1.0177501732106876e+18,25-34,Female,Middle
7.385075662531895e+18,35-44,Male,Low
8.039565435161383e+18,25-34,Female,Middle
3.2106421371791046e+17,35-44,Female,Middle
,25-34,,
1.7582602706358515e+18,45-54,Male,Low
-2.2910405073977068e+18,25-34,Female,Low
4.309563845010786e+18,18-24,Female,High
7.578218668386766e+18,55+,Female,Middle
2.088684796817661e+18,45-54,Male,Middle
-3.0406608061412716e+18,45-54,Male,Low
8.63103185458219e+18,55+,Male,High
-7.592759206667401e+18,35-44,Male,Middle
-1.6803014687839306e+18,25-34,Female,High
-4.1026540534419615e+18,35-44,Female,Middle
5.932385077927442e+18,55+,Female,Low
-3.289248567985336e+18,45-54,Female,Streaming
6.314727797006596e+18,25-34,Male,Middle
3.474893331189094e+18,25-34,Female,Low
3.428488146773556e+18,18-24,Female,Middle
1.301152484833107e+18,18-24,Male,Low
-6.422827152252333e+16,55+,Female,Middle
3.469519841250028e+18,45-54,Male,High
2.7363171540952755e+18,55+,Female,High
6.623021205633974e+18,35-44,Female,Middle
2.1083217836915656e+18,18-24,Female,Middle
