User_ID,Age_Group,Gender,Social_Status
8507525596625292131,55+,Male,Low
-8920058846687838615,25-34,Female,High
-4048119003136880036,25-34,Female,Middle
-8300056098689966879,Medios sociales,Male,High
1026828146538844369,35-44,Female,Low
1160514608393193330,18-24,Male,High
5351052607662751018,25-34,Male,High
6471937769070430980,35-44,Male,Middle
-1534536466790797923,18-24,Unknown,Low
-1475260217026496410,45-54,Male,Low
7376521506828256602,35-44,Male,Low
-9051806662376894906,55+,Female,Low
-4832570839907620911,18-24,Male,High
507278453267791314,55+,Female,Middle
6182554100126274812,45-54,Unknown,High
5213533751827691558,18-24,Female,High
-4751497530712307525,,Male,Low
-2616239461355495875,45-54,Female,High
-1377776767345207892,25-34,Female,Low
-1576467664118775241,18-24,Male,High
7944455523846015452,35-44,Female,Low
3343513889877875756,25-34,Female,Middle
-2592776637832577642,55+,Female,Low
291377836315219763,25-34,Female,High
-272446780221781426,55+,Male,Middle
949841754236450134,35-44,Male,Achats
4486631609508487184,45-54,Female,High
1272320762281358197,45-54,Male,High
4996341344605349369,55+,Male,Middle
5882250495290607458,18-24,Female,High
-3915820510671599513,25-34,Male,Middle
3756522490804344158,55+,Female,High
6029513859954950260,35-44,Male,Low
-3443853406405919178,18-24,Male,High
8080919052170070607,25-34,Male,Low
-445625318009189913,45-54,Female,High
-1852508113913808161,55+,Male,Middle
-1282381358212114573,35-44,Male,High
6972824714063658929,35-44,Male,High
-7757296235741019620,55+,Male,Middle
-3396352151816531429,35-44,Female,High
6858310543884178744,18-24,Male,Low
5535604830909920788,18-24,Female,Middle
5227570636256667848,25-34,Female,Middle
-2198949401590748635,55+,Unknown,High
5330490859316881537,55+,Female,Middle
-623132853623380801,55+,Male,Low
6549768253070668350,25-34,Unknown,High
8345404241301401612,45-54,Male,Low
-4820230949053461918,55+,Female,Middle
-484307315699120444,55+,Male,Low
-6374782714854775568,55+,Female,Middle
462796777034521688,18-24,Female,Middle
-2012691210946653649,18-24,Male,High
291377836315219763,25-34,Female,Low
-4461042036267478382,25-34,Male,High
-2859191733815336426,45-54,Male,Low
1295212572486655795,55+,Male,Middle
831375027851101760,45-54,Female,Low
1861840628064318285,18-24,Male,High
4238450795897823016,25-34,Male,High
-1713755248915616717,35-44,Female,High
-2648196895695490970,55+,Female,Middle
8767566202996169036,35-44,Female,Low
8595336938645008210,45-54,Female,Middle
5641798978201993352,45-54,Male,Low
7539704192070632425,18-24,Male,Low
-3641145816573823193,18-24,Female,High
1142915346306157063,35-44,Unknown,Low
1232660323078854536,Medios sociales,Female,Low
2995433997389642836,35-44,Female,Middle
-2409560138369257109,45-54,Female,High
6614446452683998928,18-24,Male,High
2001068233884154572,35-44,This is free text for Gender,Low
-3465657573662643172,45-54,Male,Middle
6242490591914545187,,Female,Low
5836875790827890833,25-34,Male,High
-1436046440750150533,45-54,Female,Middle
3482576307685727909,18-24,Male,High
8633070417313083716,18-24,Unknown,High
2813587741624582629,18-24,Female,High
-6982560000485644682,18-24,Female,Middle
6755433280795619084,45-54,Male,Middle
1766460449296777297,45-54,Female,High
4385977306764749031,55+,Female,Low
8772770156714791789,18-24,Female,High
1025856796818621302,18-24,Male,High
965851772907387942,35-44,Male,Low
-3306167684875163898,18-24,Male,High
7125794093793402709,25-34,Female,Low
-8259670920009320102,This is free text for Age_Group,This is free text for Gender,High
3752259177661869433,55+,Male,Middle
-7972140765158923951,18-24,Female,Low
-7178837219560152772,18-24,Male,Low
-441935299775241322,35-44,Male,High
3129470944052249515,18-24,Female,Middle
-7498772277141458509,25-34,Unknown,Low
6965640967254127029,45-54,Female,High
4200506931275952198,45-54,Female,Low
-5039848326086061788,18-24,Female,High
6738209800654550567,18-24,Male,High
-1768174850398008797,18-24,Female,High
2183321145104073062,45-54,Female,Low
-7881833059462168131,55+,Female,High
-797143432925198062,25-34,Male,Low
8577581384375042534,35-44,Female,High
-9015131267773954459,45-54,Male,High
7742339931269753544,25-34,Female,Middle
8503164166850080159,18-24,Female,Low
-6110381023856073779,45-54,Female,Middle
2258440461886508953,55+,Male,Middle
-2198268573808216731,25-34,Male,Low
-3698364206331251135,25-34,Female,Low
-2426145868828730290,35-44,Male,High
7258332892582993345,35-44,Female,High
6871009234314337316,55+,Male,Low
-4945358947391949290,55+,Female,Low
-2647531364231298554,35-44,Female,High
4451995313713940597,55+,Female,High
-8045556990439609660,45-54,Male,Middle
-321839599427521138,18-24,Male,Low
291377836315219818,55+,Male,Middle
701902211651165398,45-54,Male,Middle
3899367339045008746,18-24,Female,Low
3049231371760199400,55+,Male,High
1416639883361017657,55+,Male,Low
7064447843372427646,,Female,High
-7855160187070500788,45-54,Female,Middle
-419144381987778692,55+,Male,High
-6961850007878474973,,Male,Low
7050373904725465339,35-44,Female,High
8382445832659206441,45-54,Male,High
-8102471503994885901,35-44,Male,Middle
-2259191689733090404,18-24,Female,Middle
7510714795812098258,35-44,Female,Low
-6310815369575958018,25-34,This is free text for Gender,Low
-6430732642854030317,25-34,Male,Low
-2738444593365613804,25-34,Male,High
-1505653836306533014,18-24,This is free text for Gender,High
3719693466504871585,45-54,Male,Low
2080365944512408439,45-54,Male,Low
-2049185472849366662,35-44,Male,High
7094782136432567404,18-24,Male,High
4551324344913798666,45-54,Male,High
8175956611382220347,18-24,Male,Low
4654278373322938297,18-24,Male,Low
-3319128407228059600,18-24,Female,High
2967536656646982030,45-54,Female,Low
-4667607670408764842,25-34,Male,High
-2970858900615717982,35-44,Female,Middle
-4535715949530839159,Achats,Male,High
6494321964176349268,45-54,Male,Middle
-3793647616290266617,25-34,Male,High
7216945513192801475,45-54,Female,Low
1882380036246253567,55+,Male,High
-3825471117855360136,18-24,Female,Low
-7998069364838489670,25-34,Female,High
-7672449933939489660,55+,Male,Middle
-626706573785712682,45-54,Male,Low
5965844846690472515,45-54,Female,Low
5346001452322796684,55+,Male,Middle
2604842293676119593,25-34,Female,High
-7581107159680198592,45-54,Female,Middle
698207761499674466,This is free text for Age_Group,Female,High
4967651370362367614,18-24,This is free text for Gender,High
-3414780183162977242,55+,Female,Low
-3393406609200754623,25-34,Female,High
-5728739779823069245,18-24,Female,Middle
5453531312408621294,35-44,Female,Jeux
-1931327347195365361,45-54,Female,High
-758934886919263232,25-34,Male,Low
291377836315219763,25-34,Female,High
5319982829766229184,45-54,Female,Low
4825646399852970746,18-24,Female,Low
-4687415674325233688,45-54,Female,Low
-3525231492714747200,25-34,Female,Middle
3735792609505852915,25-34,Female,Middle
-6461699446103805129,,Male,High
-5347424815255590680,18-24,Male,Low
-3292625342542613921,18-24,Female,High
-8273505251658913020,25-34,Female,Low
-4431296564113035041,Streaming,Female,Low
-5913057729558189324,,Male,Jeux
4594199744274398953,45-54,Female,High
-7132968696593616078,,Female,High
1230502724647768298,25-34,Female,High
-2584291308411720765,18-24,Male,High
3138137933824659443,45-54,Female,Low
4005643554460691933,55+,Female,Middle
6050802310624140699,35-44,Female,Middle
-3347935825729541316,18-24,Female,High
6132893883278413285,18-24,Male,Middle
581967144555243677,45-54,Female,High
3578958442545609489,18-24,Female,Low
-699041387235323896,35-44,Medios sociales,Low
-3815521282193963961,55+,Male,Low
-6132966028689278517,45-54,Male,High
495047953847457568,25-34,Male,Low
2024674976843192747,18-24,Female,Middle
1668616802334967341,18-24,Unknown,Low
-7749046960672926960,25-34,Female,Middle
-8780954953685491117,35-44,Male,Achats
-6762877571891816045,18-24,Female,High
-2486029897236742938,45-54,Male,High
-3700776190553925257,18-24,Male,Middle
-5266358348438161804,55+,Female,High
-78710932557246938,45-54,Male,Middle
-1232853342963846055,55+,Male,Middle
-3006503310717503337,45-54,Male,Low
1337080504647945914,45-54,Female,High
3045694272096897900,55+,Male,Middle
-7782105930487942533,45-54,Male,High
291377836315219763,35-44,Male,Middle
1422904252548424421,35-44,Male,Middle
258792220887175122,55+,Female,Middle
-4567977081883137915,25-34,Male,High
-7837540727158017254,,Female,Low
-5769302928533824522,55+,Female,Low
6651745098581043429,45-54,Female,Low
7547046304642615744,45-54,Female,Middle
-2803897277157557175,25-34,Female,High
4768179303181951328,55+,Male,High
-8681989254881724855,25-34,Male,Low
6396680471201777874,18-24,Male,High
3743734274668578360,25-34,Male,High
-2043263948561655532,45-54,Male,Low
7678984840173949418,18-24,Male,High
-5222849147617000008,55+,Female,Streaming
-1650628404990893661,45-54,Male,Middle
-1022831806211035642,55+,Male,High
-224242018296135975,25-34,Male,High
2877953180129434857,35-44,Male,Middle
-1645500498769472454,45-54,Male,Middle
-4449870149199077862,25-34,Male,Low
-4014385668905328398,35-44,Female,Middle
1859226549766434894,35-44,Female,Middle
-152702244937280336,45-54,Female,High
-1658328939539128600,35-44,Male,High
-4896226162637511859,35-44,Female,High
2137687843238577534,45-54,Male,Low
-304882644255511130,25-34,Female,Low
737273135476673940,18-24,Male,Middle
-7390463036918156089,18-24,Unknown,High
-748342274083517886,18-24,Male,Middle
8217662194924765567,55+,Female,Low
-7450335816073838883,25-34,Male,Middle
291377836315219763,45-54,Unknown,Middle
8928665806946197961,55+,Male,This is free text for Social_Status
5552688789414623621,25-34,Female,Low
-5312055530731055488,18-24,Male,Middle
2573688455515388638,25-34,Female,Middle
-660809212636554106,55+,Female,Middle
8527574667074141122,18-24,Female,Medios sociales
-1817694146946554939,45-54,Female,High
5646066516928225378,35-44,Male,Low
8872970863484021,45-54,Male,High
-5892324153335848806,25-34,Female,Middle
8268835516153875357,18-24,Unknown,Low
4585874527478411618,18-24,Male,Middle
-2657948348906955047,45-54,Unknown,Low
-6557652813955541769,35-44,Female,Low
-2847385355024225688,18-24,This is free text for Gender,High
2831068480468258165,25-34,Male,High
-4894882469864977521,Medios sociales,Male,Low
4522265832024837187,25-34,Unknown,Middle
8329127692210727545,25-34,Female,High
-6374027478967188816,18-24,Male,Low
5270806387966567128,55+,Female,Middle
137899303776126521,55+,Male,High
7842833046942718771,18-24,Female,Middle
-6768127741466986011,45-54,Male,Middle
6340148627800242629,45-54,Male,Middle
7807717178432200007,25-34,Male,Middle
8068633191260854901,,Male,Low
1592772673680849489,55+,Unknown,Middle
6414421525531849418,25-34,Female,High
6134586778668573181,35-44,Female,Middle
7001091328338218116,45-54,Female,High
-8508444006348164703,45-54,Unknown,Middle
4060638227374618569,45-54,Female,Middle
-5490642074254028451,35-44,Female,Middle
-125710072003203043,25-34,Male,This is free text for Social_Status
-7091718478953552013,18-24,Male,High
-4818351953690205764,25-34,Male,Middle
2244664850964069564,18-24,Male,Middle
2513866134548502946,35-44,Male,Middle
43003208982747871,45-54,Male,Middle
1330494584657402168,18-24,Male,Low
-1790385119351610156,Achats,Male,Low
-4135924318018367979,,Female,Middle
-2428033356135625830,55+,Female,High
-3532115116714873107,35-44,Female,Low
2237337361384310406,55+,Female,Middle
-5067294468277302141,25-34,Female,Low
8736830012245521860,18-24,Male,High
6943006127056526050,35-44,Female,Middle
-2883629148374884589,45-54,Male,Low
-1577240661755828563,25-34,Female,High
5535364875311742344,35-44,Male,Low
6592662191102881442,55+,Female,Middle
-3513009181160515143,55+,Female,Low
-7197091558406621666,25-34,Male,This is free text for Social_Status
-6559328918245503883,25-34,Male,High
-3447739434262537350,45-54,Male,Middle
-321394306501737594,18-24,This is free text for Gender,High
-3163841842972974389,25-34,Female,Low
-6281111179889815198,35-44,Male,Middle
877218003196951620,18-24,Male,Middle
-5760637356123132600,55+,Male,Middle
6292069892084058483,18-24,Female,Middle
291377836315219763,45-54,Male,High
-2504570902921773880,25-34,Male,Streaming
-1585585637383731115,55+,Male,Low
4917362920457719560,25-34,Female,High
-4602038821137828573,35-44,Female,High
-6538318456312053002,45-54,Male,Middle
-6801405845274547551,35-44,Male,Middle
-5939075975223254262,35-44,Female,High
3617089994615645036,55+,Male,Low
4549783476732827573,18-24,Male,Middle
-4040308004994749146,35-44,Female,Middle
7566888429886059189,25-34,Female,Middle
-2114509913296153167,45-54,Female,High
4622598806374683234,55+,Female,Low
-4591564040551416438,55+,Female,Low
-4146880820897063790,35-44,Male,Low
2211206105850519532,25-34,Male,Middle
-1413596003319213147,45-54,Male,Middle
-7578266319101710446,35-44,Female,High
568372812097371094,35-44,Male,Low
1841720445762405101,,Male,Low
2426036705000040865,35-44,Unknown,Middle
-8103289151002877952,35-44,Unknown,Middle
5826311109321112900,35-44,Female,Middle
-1529459920814511840,45-54,Male,Low
9099555279919431350,18-24,Female,Middle
-3889722061728357211,55+,Female,Middle
-125710072003203043,55+,Female,Low
3469986834775932419,35-44,Male,Middle
6801360620934220616,35-44,This is free text for Gender,High
-2406860030191287447,55+,Female,Middle
2971766563635027172,25-34,Female,Low
-7066232398002574087,45-54,Male,Middle
-2999272707192019062,35-44,Female,Low
-6764319490490367535,45-54,Female,Low
4024294075022800978,55+,Female,Middle
-4341347186290223808,18-24,Female,Middle
-6084873799641401371,,Female,Low
3694724571625637306,55+,Female,Middle
9089375827477117991,55+,Female,Middle
-4103072654058359499,55+,Male,Low
4153575594015905076,25-34,Male,Middle
-1332301492814782334,25-34,Female,Middle
-742446700677114055,25-34,Unknown,Low
-2064575264151513541,25-34,Female,High
-8135120947234044994,55+,Male,High
-8175679687592938608,45-54,Female,Low
-1055164500498508741,55+,Female,High
-4254343819041052443,45-54,Male,High
-1017750173210687640,25-34,Female,Middle
7385075662531895358,35-44,Male,Low
8039565435161382985,25-34,Female,Middle
321064213717910495,35-44,Female,Middle
-9134727937195821901,25-34,Female,Low
1758260270635851568,45-54,Male,Low
-2291040507397706674,25-34,Female,Low
291377836315219763,18-24,Female,High
7578218668386766312,55+,Female,Middle
2088684796817660949,45-54,Male,Middle
-3040660806141271468,45-54,Male,Low
8631031854582190195,55+,Male,High
-7592759206667400866,35-44,Male,Middle
-1680301468783930641,25-34,Female,High
-4102654053441961486,35-44,Female,Middle
5932385077927442803,55+,Female,Low
-3289248567985336021,Jeux,Female,High
6314727797006596119,25-34,Male,Middle
3474893331189093896,25-34,Female,Low
3428488146773556468,18-24,Female,Middle
1301152484833107024,18-24,Male,Low
-64228271522523330,55+,Female,Middle
3469519841250027845,45-54,Male,High
2736317154095275625,55+,Female,High
6623021205633973916,35-44,Female,This is free text for Social_Status
2108321783691565634,18-24,Female,Middle
-4308138068554432409,35-44,Female,High
-8275257443579093186,This is free text for Age_Group,Male,Middle
-4726943098776068922,45-54,Female,Middle
-8184144912483850017,45-54,Female,High
-6895387723813747301,18-24,Female,High
3998176999161191667,18-24,Male,High
-7931532729910051157,18-24,Female,High
541833874106760317,35-44,Male,High
-3488762755489412491,45-54,Jeux,Low
-4022276255817918450,55+,Male,Medios sociales
6417657691172200055,45-54,Male,High
-1618868260098504335,25-34,Female,Middle
5756581426373323188,18-24,Male,Low
1050693604547802479,35-44,Streaming,High
7313740042067666087,25-34,Female,High
5691001771703611536,55+,Male,Middle
-6229024888198493775,35-44,Male,High
8385491098017449273,25-34,Female,Low
-6681284040951975403,,Male,Middle
-363576809595816009,35-44,Male,Low
-5007034115621209133,55+,Female,Low
-868614859022616846,18-24,Female,Middle
291377836315219763,25-34,Male,High
7330684929368037219,25-34,Female,Low
2214213546081899053,35-44,Male,High
547356159732026824,18-24,Female,Middle
8095501011610368303,18-24,Female,High
1540915242596993398,25-34,Male,High
-6745291901230539973,18-24,Male,High
-1708499572842511586,25-34,Female,Low
-5813008754792445404,25-34,Female,Middle
-7882353455704292332,55+,Male,High
-569084503696361676,18-24,Male,Middle
4008353502330671857,45-54,Male,Low
5420581008916826506,Streaming,Male,High
-5038641076554078517,45-54,Male,High
1275859652091925876,35-44,Female,Low
5716779055863788002,18-24,Female,High
-7209762479015527355,45-54,Male,Low
5724046431788034239,18-24,Female,Low
4418791257724004712,35-44,Female,Low
3336028046114297516,55+,Male,Low
1476556777736578348,45-54,Male,Medios sociales
574057145716470040,35-44,Male,Middle
-6980230727214751132,35-44,Male,Middle
4603519347656578593,18-24,Male,High
-7046624219160116394,25-34,Male,Middle
2205809971331355306,55+,Unknown,Low
-3926387565965879833,35-44,Male,High
963939377303541326,25-34,Male,High
1694619527816392675,,Male,High
3620372053120901779,55+,Male,High
4495479688386455936,18-24,Female,Middle
-2888478592649516178,55+,Male,High
-3559883630484667267,45-54,Female,Low
-7351284041251583642,18-24,Female,Low
-8812734513808552998,18-24,Female,Middle
-4972852787191773288,18-24,Female,Middle
9099747137468916855,35-44,Male,Middle
8757698872630740460,45-54,Male,Middle
-4010003984552503114,18-24,Male,Middle
6416640673312798646,18-24,Male,Low
-5305968813293135139,55+,Female,Middle
-7421469628149050732,35-44,Female,High
-7080275333636955606,25-34,Male,Middle
3236184633045274231,45-54,Female,Low
-1299661735020679311,35-44,Female,Middle
-8160947978622888334,,Male,High
-1284309600071278412,55+,Female,Middle
8863954155444483468,45-54,Female,High
-822168694933682380,35-44,Male,Low
-7010223299254431962,45-54,Female,High
-1871735378096378836,18-24,Female,Middle
4066073558218299352,35-44,Male,Middle
-1764698768376860898,18-24,Unknown,Low
-1008640968910827279,18-24,Male,Low
6216286874874079361,55+,Female,High
-1401950223879202481,18-24,Male,Low
5178197067395610331,35-44,This is free text for Gender,Middle
-3672338611080715216,45-54,Male,Middle
3294463475579918831,35-44,Female,Middle
-8399871985407445364,35-44,Male,Middle
8075550664010829113,55+,Female,Middle
8955736210037229831,25-34,Unknown,High
-7345915198231462042,35-44,Female,Low
-2282799144152767085,45-54,Female,Middle
-3983568294068717848,35-44,Male,Medios sociales
-2939469539458127869,55+,Male,High
6688659116928766329,55+,Female,Low
6875305316277089004,18-24,Male,Middle
-5391169756889594352,18-24,Female,Low
1745525049200304525,18-24,Male,Low
-4773270589452615445,25-34,Female,High
3572606768257705360,25-34,Female,Middle
-8306968305539956968,18-24,Female,Low
-3994481401031893858,45-54,Male,High
-5494790840929811519,45-54,Male,High
-8469534794186862699,18-24,Female,Low
-1629140113018920083,35-44,Female,High
-8759576594760454587,,Female,Low
4772430113817862781,45-54,Female,Middle
-5945280660426043543,45-54,Female,Middle
-2531862174625704884,35-44,Male,High
8860946627209304024,35-44,Male,High
8842520996498016400,45-54,Male,Low
-3342247683462414836,55+,Male,High
5140317790322229801,55+,Unknown,Middle
