User_ID,Browsing_Hours_Weekday,Browsing_Hours_Weekend,Data_Usage_MB,App_Categories_Used
5.253856010261628e+17,5.39,4.76,112.0,Shopping
4.783133217447474e+18,7.21,3.08,2149.0,Mixed
-7.060839800575185e+18,,8.04,41440.0,Mixed
2.913778363152198e+17,4.04,1.05,4403.0,Streaming
7.307078534593842e+18,1.97,3.03,2977.0,Social Media
7.933404992956539e+18,6.21,3.33,998.0,Shopping
-2.2734561243258703e+18,7.98,7.04,4298.0,Mixed
9.17270142659308e+18,6.27,2.47,3669.0,Mixed
7.663928825162016e+18,1.25,8.21,744.0,Streaming
3.4568352130198815e+18,1.9,1.68,4464.0,Gaming
5.643578727733163e+18,4.45,4.55,4775.0,Streaming
-8.925814490628261e+18,3.1,7.37,27797.0,Shopping
2.620372969678268e+18,6.97,8.01,2262.0,Mixed
7.799023557056004e+18,3.38,6.83,1711.0,Streaming
-8.34952407611372e+18,5.59,3.46,78450.0,Shopping
9.183111649975951e+17,5.52,4.47,276.0,Mixed
-4.101903030231752e+18,6.76,7.2,4199.0,Shopping
-7.029966270462392e+18,5.75,1.79,3405.0,Social Media
6.780700457190674e+18,6.17,5.33,4865.0,Mixed
-4.599348944426761e+18,1.85,4.73,2768.0,Gaming
4.666431823301487e+18,6.57,3.1,1121.0,Mixed
1.0945107694410729e+18,1.82,2.32,797.0,Mixed
-8.049526310868183e+18,6.61,7.43,3197.0,Social Media
-8.193908000310451e+18,5.04,9.96,3890.0,Shopping
7.449568758117438e+18,2.16,4.98,,Gaming
2.4277088856259937e+18,3.32,3.7,4129.0,Shopping
3.2247709846482493e+18,7.91,5.34,2364.0,Shopping
3.3386314951717806e+18,7.23,3.55,172.0,Streaming
-5.199703094135138e+17,1.04,8.09,1249.0,Mixed
-3.678301320558997e+18,6.84,12.32890955888406,,Shopping
8.041925275389865e+18,4.32,3.34,4372.0,Mixed
7.194037679679991e+18,3.64,6.61,2524.0,Mixed
,7.62,9.4,,
7.705360985295494e+18,4.57,3.03,1016.0,Social Media
3.356254629544706e+18,1.9,9.89,861.0,Mixed
1.505493300428593e+18,4.51,4.98,3897.0,Shopping
2.913778363152198e+17,4.72,6.7,2510.0,Social Media
-7.746490131319711e+18,2.57,1.74,3870.0,Social Media
-3.6598952650326246e+18,7.85,,1071.0,Social Media
-8.106521010294691e+18,5.31,6.46,4707.0,Shopping
6.089621114727639e+18,4.38,10.34,4580.0,Social Media
7.915353637683056e+18,3.0,4.32,1115.0,Mixed
-2.3482558033972147e+18,4.18,,2987.0,Shopping
-3.71212877746692e+18,2.74,9.73,4920.0,Social Media
8.832271676685893e+18,3.17,9.07,3227.0,Achats
-3.601579281644184e+18,7.82,4.52,3914.0,Social Media
-1.179154521118372e+18,2.72,7.35,1392.0,Streaming
1.2554725752215693e+18,6.43,8.24,4593.0,Shopping
-6.287126892327166e+18,4.99,,39309.0,Streaming
7.262465161195434e+18,2.53,4.96,608.0,Shopping
-3.2626130134685107e+18,5.42,8.2,3181.0,Social Media
-3.8505874942062444e+18,2.25,9.78,2038.0,Streaming
-8.456192418535723e+18,6.37,-2.5700000000000003,3388.0,Social Media
-5.654791085605648e+18,5.34,2.59,3544.0,Shopping
8.474004746237375e+17,-45.12,4.75,2474.0,Streaming
4.1043768464056776e+18,2.34,3.01,4137.0,Mixed
3.490635325198526e+18,1.61,9.476959783675065,4304.0,Social Media
-2.1963338876703168e+18,7.84,5.24,3971.0,Streaming
-3.323712641355644e+18,5.33,9.67,4070.0,Streaming
-6.224592384088859e+18,5.8,2.35,4833.0,Gaming
-1.2169340061238254e+18,2.04,7.74,437.0,Mixed
-1.9110073956973586e+18,2.61,3.74,4434.0,Shopping
-8.543784751326521e+18,3.44,1.02,2007.0,Gaming
,3.64,1.15,,
-7.859063026380042e+18,4.06,2.24,2735.0,Mixed
-6.20489561016655e+18,10.758362673894624,3.74,1538.0,Gaming
6.069952518367772e+18,1.86,6.14,3020.0,Gaming
-7.538168271544817e+18,3.08,5.26,2200.0,Gaming
1.1605146083931932e+18,2.09,3.69,3694.0,Social Media
-2.777313926175947e+18,5.8,6.07,2010.0,Gaming
8.044418137465776e+18,1.88,4.32,1549.0,Mixed
8.74003158810762e+18,7.71,5.07,4384.0,Mixed
-4.732725768435103e+18,6.81,7.57,1640.0,Gaming
-1.3045789938615211e+17,7.19,15.65067856680228,4147.0,Streaming
3.5829515626904013e+18,6.42,8.72,4165.0,Streaming
6.909683926685954e+18,2.17,2.55,3990.0,Mixed
2.5078078237014175e+18,1.87,,,Gaming
-3.998312129595847e+18,4.17,8.31,1571.0,Social Media
5.594469852082191e+18,6.96,9.02,4119.0,Streaming
-4.117682895221806e+18,5.89,1.36,4792.0,Mixed
1.654878844145094e+18,1.26,3.86,,Shopping
7.237848257112214e+18,1.84,3.73,4021.0,Streaming
-7.366639952991382e+18,2.11,8.24,686.0,Shopping
-7.434474914959517e+18,3.03,4.22,,Streaming
2.3930260130167965e+17,7.91,3.03,2333.0,Social Media
9.907505697476036e+17,5.5,3.27,3219.0,Gaming
2.729695390733492e+18,3.09,4.58,3067.0,Shopping
5.205968338218186e+18,3.41,3.26,1452.0,Streaming
7.486597038763842e+18,7.41,2.39,79443.0,Shopping
4.775724825571923e+18,7.97,2.06,785.0,Social Media
-6.458970577037173e+18,3.77,6.36,4332.0,Shopping
-4.152558183035994e+18,6.24,4.14,595.0,Streaming
8.288261236677937e+18,7.85,5.99,1063.0,Social Media
-5.062983427665673e+18,4.32,,1096.0,Shopping
6.650669648201507e+17,5.33,8.27,571.0,Achats
8.477414102447388e+18,6.03,5.93,497.0,Shopping
-6.587935301638323e+18,4.62,4.87,3665.0,Gaming
-7.623762746037068e+18,2.41,4.88,1241.0,Shopping
,5.98,1.19,,
7.516931476095292e+18,1.79,7.11,2623.0,Social Media
-4.3600532198500936e+18,16.835371613864464,8.12,1999.0,Streaming
7.827702940081879e+18,6.09,3.22,366.0,Streaming
1.8443988875184256e+18,4.7,7.47,3315.0,Streaming
2.460304113901811e+18,3.61,8.21,883.0,Gaming
4.179942693393624e+18,5.48,2.9,2121.0,Shopping
8.680103231445798e+18,6.38,1.83,937.0,Gaming
5.663845773088839e+18,3.03,4.44,583.0,Gaming
-2.5497960903494774e+18,5.74,3.6,4464.0,Shopping
-8.372085307369503e+18,5.68,6.78,293.0,Social Media
-6.905613759015419e+17,5.63,6.16,2400.0,Gaming
-4.54799050787594e+17,7.58,9.63,1609.0,Streaming
-8.951820126140584e+17,2.98,1.18,947.0,Streaming
-5.147690488247684e+17,4.22,1.76,4765.0,Social Media
5.584311811867325e+18,5.15,8.14,3341.0,Streaming
-1.758705413350231e+18,6.36,6.08,983.0,Shopping
8.507525596625292e+18,3.09,8.69,930.0,Social Media
-8.920058846687838e+18,7.22,1.17,5807.7798891477905,Mixed
-4.04811900313688e+18,2.24,6.98,1523.0,Streaming
-8.300056098689967e+18,2.4,1.43,1537.0,Gaming
1.0268281465388444e+18,7.88,4.0,2900.0,Mixed
8.987527069027135e+18,1.99,3.46,885.0,Social Media
5.351052607662751e+18,4.88,4.93,2341.0,Shopping
2.913778363152198e+17,2.61,3.43,496.0,Gaming
-1.5345364667907978e+18,,4.73,2550.0,Mixed
-1.4752602170264965e+18,7.82,4.4,1668.0,Shopping
7.376521506828256e+18,1.11,19.259999999999998,3763.0,Social Media
-9.051806662376894e+18,2.0,2.11,4236.0,Social Media
-4.832570839907621e+18,5.0,5.74,707.0,Streaming
5.072784532677913e+17,7.71,7.52,4059.0,Shopping
6.182554100126275e+18,5.18,3.36,,Mixed
5.213533751827692e+18,1.91,9.2,329.0,Shopping
-4.751497530712308e+18,5.04,7.87,3876.0,Shopping
-2.616239461355496e+18,6.35,9.71,3448.0,Mixed
-1.2571007200320304e+17,3.04,7.7,795.0,Streaming
-1.5764676641187753e+18,4.23,1.2,3186.0,Shopping
7.944455523846015e+18,6.52,5.8,2825.0,Social Media
2.913778363152198e+17,6.21,5.54,2684.0,Mixed
-2.5927766378325775e+18,3.12,5.67,2050.0,Gaming
1.1605146083931932e+18,5.17,2.91,2077.0,Social Media
-2.7244678022178144e+17,20.067927888626137,4.98,3319.0,Mixed
9.498417542364502e+17,4.49,5.0,4567.0,Gaming
4.486631609508487e+18,6.79,7.63,101.0,Gaming
1.272320762281358e+18,4.66,3.97,4525.0,Shopping
4.996341344605349e+18,3.78,7.6,4836.0,Social Media
5.882250495290608e+18,4.57,7.8,3444.0,Streaming
-3.9158205106715996e+18,6.7,1.26,4023.0,Shopping
3.7565224908043443e+18,2.93,7.95,4666.0,Social Media
6.02951385995495e+18,4.27,3.16,1714.0,Gaming
-3.443853406405919e+18,2.62,8.68,4583.0,Gaming
8.080919052170071e+18,3.27,2.24,4079.0,Shopping
-4.456253180091899e+17,6.01,1.72,2781.0,Mixed
-1.8525081139138081e+18,2.92,4.16,2076.0,Gaming
-1.2823813582121147e+18,3.33,9.5,2007.0,Social Media
6.972824714063659e+18,4.82,6.72,2964.0,Gaming
-7.757296235741019e+18,7.4,1.78,1236.0,Gaming
-3.3963521518165315e+18,7.95,5.4,3779.0,Gaming
6.858310543884178e+18,2.08,2.17,4485.0,Social Media
5.535604830909921e+18,5.13,6.32,162.0,Mixed
5.227570636256668e+18,1.47,1.71,4842.0,Mixed
-2.1989494015907487e+18,,2.0,3049.0,Social Media
5.330490859316881e+18,7.7,7.71,3468.0,Streaming
-6.231328536233809e+17,4.900380572584888,9.81,4475.0,Shopping
6.549768253070669e+18,2.62,5.9,2070.0,Shopping
8.345404241301402e+18,3.41,3.2,4499.0,Mixed
2.913778363152198e+17,2.72,8.99,2313.0,Gaming
-4.8430731569912045e+17,5.0,6.73,3271.0,Mixed
,2.42,6.11,,
4.6279677703452166e+17,3.91,4.13,2663.0,Mixed
-2.0126912109466537e+18,3.51,4.66,3087.0,Shopping
4.879646979374008e+18,7.18,1.25,1365.0,Shopping
-4.4610420362674785e+18,4.72,6.38,751.0,This is free text for App_Categories_Used
-2.8591917338153364e+18,6.96,7.22,1351.0,Streaming
2.913778363152198e+17,7.5,-10.85,2334.0,Social Media
8.313750278511017e+17,7.27,74.76,331.0,Gaming
,3.26,8.63,,
4.238450795897823e+18,2.71,1.86,4507.0,Social Media
-1.7137552489156168e+18,7.51,9.96,4757.0,Social Media
-2.648196895695491e+18,7.99,9.81,3032.0,Shopping
1.1605146083931932e+18,6.85,4.9,3997.0,Streaming
8.595336938645008e+18,1.87,7.02,7018.5777561012865,Mixed
5.641798978201993e+18,5.73,4.66,1606.0,Streaming
7.539704192070632e+18,5.47,6.33,1264.0,Gaming
-3.641145816573823e+18,5.78,1.05,3462.0,Social Media
1.142915346306157e+18,6.33,9.9,,Streaming
1.2326603230788544e+18,4.01,4.72,141.0,Shopping
2.995433997389643e+18,4.65,1.19,305.0,Social Media
-2.409560138369257e+18,7.48,2.8,3553.0,Shopping
6.614446452683999e+18,1.25,7.88,652.0,Streaming
2.0010682338841546e+18,3.77,2.33,4234.0,Social Media
-3.465657573662643e+18,3.88,8.77,985.0,Mixed
6.242490591914545e+18,2.97,4.81,3751.0,Social Media
5.836875790827891e+18,4.75,7.11,1935.0,Social Media
-1.4360464407501507e+18,93.66,8.94,3510.0,Shopping
3.4825763076857277e+18,2.59,7.03,670.0,Streaming
,3.65,8.3,,
2.8135877416245827e+18,3.49,3.66,4847.0,Mixed
2.913778363152198e+17,1.57,2.21,3098.0,Social Media
6.755433280795619e+18,2.0,4.31,668.0,Streaming
1.7664604492967772e+18,5.22,2.98,4856.0,Mixed
4.385977306764749e+18,7.57,5.18,3715.0,Mixed
8.772770156714792e+18,5.08,59.06,412.0,Mixed
1.0258567968186213e+18,3.16,6.93,2256.0,Shopping
9.658517729073879e+17,4.39,6.4,3611.0,Gaming
-3.3061676848751636e+18,4.25,8.71,2853.0,Gaming
7.125794093793403e+18,3.86,9.3,2736.570970136028,Gaming
-8.25967092000932e+18,3.33,4.43,2464.0,Gaming
3.7522591776618696e+18,7.57,8.89,845.0,Mixed
-7.972140765158924e+18,6.6,8.66,4343.0,Gaming
-7.178837219560153e+18,4.95,6.43,782.0,Shopping
-1.2571007200320304e+17,6.99,,3871.4221815709693,Shopping
3.1294709440522496e+18,7.54,3.98,3080.0,Gaming
-7.498772277141459e+18,1.43,,3577.0,Streaming
6.965640967254127e+18,6.65,7.42,3290.0,Social Media
2.6262799335311933e+18,4.14,9.02,205.0,Shopping
-5.039848326086062e+18,2.25,3.18,469.0,Gaming
6.738209800654551e+18,7.78,1.93,2519.0,Mixed
-1.7681748503980088e+18,2.72,1.86,646.0,Streaming
2.183321145104073e+18,6.68,7.3,807.0,Shopping
-7.881833059462169e+18,4.19,5.3,2900.0,Mixed
-7.971434329251981e+17,7.93,3.82,4890.0,Shopping
8.577581384375042e+18,3.3,2.91,1242.0,Shopping
-9.015131267773954e+18,6.33,3.2,4958.0,Shopping
7.742339931269754e+18,7.43,3.06,3448.0,Shopping
8.50316416685008e+18,3.75,9.78,,Streaming
-6.110381023856074e+18,1.42,9.4,839.0,Streaming
2.258440461886509e+18,4.66,5.55,2589.0,Streaming
-2.1982685738082168e+18,5.8,4.47,3117.0,Streaming
-3.698364206331251e+18,4.87,4.67,3561.0,Streaming
-2.4261458688287304e+18,1.74,8.38,3200.0,Gaming
7.258332892582993e+18,5.4,4.16,3974.0,Gaming
6.871009234314337e+18,4.96,5.19,1739.0,Gaming
-4.945358947391949e+18,2.02,5.51,2035.0,Streaming
-2.6475313642312986e+18,2.6,2.82,4660.0,Shopping
4.4519953137139405e+18,7.31,8.71,2645.0,Social Media
-8.045556990439609e+18,6.8,5.02,3470.0,Social Media
-3.2183959942752115e+17,2.02,3.46,3985.0,Streaming
3.281348241734383e+18,,2.81,,Streaming
7.019022116511654e+17,1.9,15.634684969445248,3953.0,Gaming
3.899367339045009e+18,2.58,2.36,322.0,Streaming
3.049231371760199e+18,1.51,4.62,3615.0,Mixed
1.4166398833610176e+18,4.06,5.4,410.0,Social Media
7.064447843372427e+18,1.07,8.85,2204.0,Shopping
-7.855160187070501e+18,6.09,9.11,407.0,Social Media
-4.191443819877787e+17,3.87,1.27,4000.0,Streaming
-6.961850007878475e+18,3.21,5.49,2286.0,Shopping
7.050373904725465e+18,5.69,1.5,1674.0,Streaming
8.382445832659206e+18,3.7,5.24,1934.0,Gaming
-8.102471503994886e+18,5.78,6.55,1650.0,Gaming
-2.2591916897330903e+18,6.49,3.92,350.0,Shopping
7.510714795812098e+18,5.94,7.65,1793.0,Mixed
-6.310815369575959e+18,6.47,1.14,217.0,Streaming
-6.43073264285403e+18,4.15,7.33,2844.0,Shopping
-2.7384445933656136e+18,5.05,6.32,3900.0,Mixed
-1.505653836306533e+18,7.35,8.196873838418018,60928.0,Shopping
3.7196934665048714e+18,4.52,9.57,3051.0,Mixed
2.0803659445124086e+18,1.72,3.8,3480.0,Gaming
-2.0491854728493668e+18,6.09,4.76,601.0,Shopping
7.094782136432567e+18,6.19,7.8,3055.0,Mixed
4.5513243449137987e+18,2.5,1.66,2841.0,Gaming
2.513866134548503e+18,2.15,4.37,4093.0,Mixed
4.654278373322938e+18,2.58,2.0,523.0,Social Media
-3.3191284072280596e+18,3.56,8.54,3733.0,Streaming
2.967536656646982e+18,6.91,4.67,4768.0,Mixed
-4.667607670408764e+18,3.09,7.36,3117.0,Streaming
-2.970858900615718e+18,3.58,2.07,3621.0,Social Media
-4.535715949530839e+18,3.27,8.11,3095.0,Social Media
6.494321964176349e+18,1.14,6.97,1018.0,Streaming
-3.7936476162902666e+18,6.37,3.04,2360.0,Social Media
7.216945513192801e+18,,,4605.0,Social Media
1.8823800362462536e+18,2.61,6.81,3438.0,Gaming
-3.82547111785536e+18,3.97,5.55,303.0,Shopping
-7.99806936483849e+18,3.18,9.44,4245.0,Mixed
-7.67244993393949e+18,7.39,3.83,2013.0,Jeux
-6.267065737857126e+17,2.68,7.39,237.0,Mixed
5.965844846690473e+18,4.53,7.26,25513.0,Shopping
5.346001452322797e+18,5.01,9.16,3828.0,Streaming
2.6048422936761196e+18,1.13,2.95,3409.0,Gaming
-1.2571007200320304e+17,1.42,3.05,2711.0,Shopping
6.982077614996745e+17,4.25,7.09,4305.0,Gaming
4.967651370362368e+18,4.16,9.87,1398.0,Streaming
-3.4147801831629773e+18,1.96,2.81,160.0,Streaming
-3.3934066092007547e+18,4.9,2.09,2874.0,Social Media
,5.74,3.84,,
5.453531312408621e+18,4.17,6.35,910.0,Gaming
-1.9313273471953654e+18,6.61,3.2,3793.0,Mixed
-7.589348869192632e+17,2.34,7.83,1255.0,Gaming
,2.9,2.76,,
5.319982829766229e+18,6.95,5.13,626.0,Shopping
4.825646399852971e+18,5.03,4.27,1324.0,Mixed
-4.687415674325234e+18,1.31,7.93,3346.0,Gaming
-3.5252314927147474e+18,2.92,9.86,2054.0,Gaming
3.735792609505853e+18,1.48,4.8,1308.0,Shopping
-6.461699446103805e+18,3.03,9.12,759.0,Shopping
-5.347424815255591e+18,3.22,9.11,,Social Media
-3.292625342542614e+18,2.83,1.45,4246.0,Streaming
-8.273505251658913e+18,6.37,4.17,4001.0,Gaming
-4.4312965641130353e+18,5.59,8.52,3345.0,Gaming
-5.913057729558189e+18,7.87,6.21,3803.0,Social Media
4.5941997442743987e+18,6.77,6.34,3596.0,Social Media
,6.52,1.61,,
1.2305027246477683e+18,6.61,1.98,2282.0,Streaming
-2.5842913084117207e+18,4.75,2.36,4794.0,Gaming
3.1381379338246595e+18,5.14,1.47,3425.0,Shopping
4.005643554460692e+18,3.8,4.9,4534.0,Gaming
6.05080231062414e+18,2.15,6.8,1789.0,Social Media
-3.347935825729541e+18,5.25,2.97,3323.0,Streaming
6.132893883278413e+18,4.55,6.42,4113.0,Streaming
5.819671445552436e+17,2.67,6.35,777.0,Social Media
3.5789584425456097e+18,,3.85,,Streaming
-6.990413872353239e+17,4.82,2.21,240.0,Mixed
-3.815521282193964e+18,4.32,3.34,432.0,Gaming
-6.132966028689279e+18,4.1,2.59,1183.0,Social Media
4.9504795384745754e+17,2.42,5.43,3005.0,Gaming
2.0246749768431928e+18,4.75,3.97,2677.0,Gaming
1.6686168023349673e+18,,8.17,,Gaming
-7.749046960672927e+18,6.11,7.56,4488.0,Shopping
-8.780954953685491e+18,3.29,3.54,3069.0,Shopping
-6.762877571891816e+18,5.15,9.43,3516.0,Streaming
-2.486029897236743e+18,2.61,4.03,3419.0,Shopping
-3.700776190553925e+18,2.93,8.39,858.0,Social Media
-5.266358348438161e+18,7.93,3.97,4664.0,Mixed
-7.871093255724694e+16,6.16,8.14,4512.0,Gaming
-1.2328533429638461e+18,5.66,4.44,384.0,Social Media
-3.0065033107175035e+18,5.27,3.45,560.0,Gaming
1.337080504647946e+18,3.14,4.09,274.0,Gaming
3.045694272096898e+18,1.57,1.97,2164.0,Streaming
-7.782105930487942e+18,2.0,6.93,2674.0,Social Media
8.699482803086555e+18,7.6,9.79,4452.0,Social Media
